業種,企業コード,市場,企業名,URL,概要
電気機器,6659,JQS,(株)メディアグローバルリンクス,http://www.medialinks.co.jp/,放送や通信系機器の開発、販売。ファブレスメーカー。開発部員が従業員の半数を占める
電気機器,6661,JQS,オプテックス・エフエー(株),http://www.optex-fa.jp/,ＦＡ用光電センサーが主、ファブレス経営。提携先の独ジック社向けが販売の６割。ＬＥＤ育成
電気機器,6662,JQS,(株)ユビテック,http://www.ubiteq.co.jp/,自動車や住宅の自社開発省エネシステムが中核事業。無線通信ネット技術強い。受託開発縮小
電気機器,6663,JQS,太洋工業(株),http://www.taiyo-xelcom.co.jp/,フレキシブルプリント基板（ＦＰＣ）の試作品メーカー。一貫生産に強み。基板検査装置も製造
電気機器,6664,JQS,(株)オプトエレクトロニクス,http://home.opto.co.jp/,バーコードリーダーのレーザーエンジン世界２位、国内シェア９割。開発型企業、海外比率高い
電気機器,6666,JQS,リバーエレテック(株),http://www.river-ele.co.jp/,水晶振動子等の電子部品の製造・販売を手掛ける。電子ビーム封止工法など独自技術に定評
電気機器,6668,マザーズ,(株)アドテック　プラズマ　テクノロジー,http://www.adtec-rf.com/,プラズマ用高周波電源装置で世界３位。液晶・半導体製造用が主柱。研究機関・大学関連事業も
電気機器,6669,JQS,シーシーエス(株),http://www.ccs-inc.co.jp/,ＬＥＤ照明装置専業。電子等の製品検査用画像処理装置向け国内首位。自然光ＬＥＤを育成中
電気機器,6670,マザーズ,(株)ＭＣＪ,http://www.mcj.jp/,パソコン製造・販売が起点。周辺機器、通信、メディア事業と事業領域広げ総合ＩＴ企業を志向
電気機器,6674,東証1部,(株)ジーエス・ユアサ　コーポレーション,http://www.gs-yuasa.com/jp/,ＹＵＡＳＡと日本電池が前身。自動車用鉛蓄電池で世界３位、リチウムイオン電池の育成注力
電気機器,6675,東証1部,サクサホールディングス(株),http://www.saxa.co.jp/,情報通信やセキュリティ機器、画像領域を融合させたシステムなどを企業や学校などで展開
電気機器,6676,東証1部,(株)メルコホールディングス,http://melco-hd.jp/,ＰＣ周辺機器のバッファローが傘下。外付けＨＤＤ上位。ＰＣとテレビのネットワーク化に注力
電気機器,6677,JQS,(株)エスケーエレクトロニクス,http://www.sk-el.co.jp/,フォトマスク専業。大型液晶パネル用で世界首位。シャープとサムスンの設備投資で収益変動
電気機器,6678,東証1部,(株)テクノメディカ,http://www.technomedica.co.jp/,採血管準備装置を開発し市場を創造。同装置・消耗品が柱。ファブレスが基本。海外にも展開
電気機器,6701,東証1部,ＮＥＣ,http://www.nec.co.jp/,通信インフラ設備で国内首位。ＩＴサービスを強化。半導体、個人向けＰＣは持分会社に移管
電気機器,6702,東証1部,富士通(株),http://jp.fujitsu.com/,コンピュータ世界上位、通信も。ソフト、サービス国内首位。官需依存度大。システムＬＳＩ分離
電気機器,6703,東証1部,ＯＫＩ,http://www.oki.com/jp/,通信機老舗。交換機依存から光通信網等総合サービス化、銀行ＡＴＭやプリンタ、ＥＭＳに集中
電気機器,6704,東証1部,岩崎通信機(株),http://www.iwatsu.co.jp/,情報通信機器の中堅メーカー。中小企業向けオフィス用電話システムが中心。ＮＴＴにも納入
電気機器,6706,東証1部,電気興業(株),http://www.denkikogyo.co.jp/,大型通信アンテナの製造、工事。地上デジタル放送関連で注目。高周波焼き入れ技術にも特色
電気機器,6707,東証1部,サンケン電気(株),http://www.sanken-ele.co.jp/,電源３社の一角。半導体技術を核に応用製品も展開。冷陰極蛍光放電管（ＣＣＦＬ）は大幅縮小
電気機器,6709,東証2部,明星電気(株),http://www.meisei.co.jp/,地震計等の気象・防災観測機器と人工衛星用観測機器が２本柱。官需過半。１２年ＩＨＩ子会社に
電気機器,6715,東証1部,(株)ナカヨ通信機,http://www.nyc.co.jp/,電話機、交換機の中堅メーカー。日立、ＮＴＴ東西向けの取引が多い。ＰＨＳモジュール育成中
電気機器,6716,JQS,テクニカル電子(株),http://www.technical-e.co.jp/,駐車場機器・運営が主で大和リースと提携。旧中央無線のモニター、電子部品も。新分野積極的
電気機器,6718,東証1部,アイホン(株),http://www.aiphone.co.jp/,インターホン業界トップ。リニューアル需要や防犯、防災関連強化。北米、欧州向け積極化
電気機器,6719,東証2部,富士通コンポーネント(株),http://www.fcl.fujitsu.com/,旧高見澤電機など富士通系２社が母体。リレー軸に各種電子部品を製販。財務体質が悪化
電気機器,6721,マザーズ,ウインテスト(株),http://www.wintest.co.jp/,半導体（イメージセンサー）、液晶向け検査装置が主力。生産は外部に委託。パワーＩＣ用拡大
電気機器,6722,JQS,(株)エイアンドティー,http://www.aandt.co.jp/,病院向け臨床検査機器システムが主力。トクヤマの子会社。日本電子と提携。中国に本格進出
電気機器,6723,東証1部,ルネサスエレクトロニクス(株),http://japan.renesas.com/,ＮＥＣエレとルネサステクが統合。車載用マイコンで世界首位。ＳｏＣ事業を縮小。経営再建中
電気機器,6724,東証1部,セイコーエプソン(株),http://www.epson.jp/,インクジェットプリンタ（ＩＪＰ）国内首位級。インク消耗品が好採算。利益は下期偏重
電気機器,6727,東証1部,(株)ワコム,http://www.wacom.co.jp/,ペン入力のタブレットで世界首位。他社製ＰＣやモバイル端末向けに電子ペンシステムも開発
電気機器,6728,東証1部,(株)アルバック,http://www.ulvac.co.jp/,真空技術を中核にＦＰＤ、半導体、太陽電池製造装置などへ展開。スパッタリング装置で有力
電気機器,6730,東証1部,(株)アクセル,http://www.axell.co.jp/,描画表示、音源用ＬＳＩのファブレスメーカー。パチンコ機向け大半。組み込み機器向けも注力
電気機器,6731,東証1部,(株)ピクセラ,http://www.pixela.co.jp/,パソコン周辺機器、ソフトなどを企画・販売。パソコン向け地デジチューナーや液晶テレビも
電気機器,6734,JQS,(株)ニューテック,http://www.newtech.co.jp/,サーバー等に接続するストレージ製造・販売。中・小型製品が主。製造は外部委託のファブレス
電気機器,6736,JQS,サン電子(株),http://www.sun-denshi.co.jp/,パチンコ中心で情報・通信機器を再強化。ゲームソフトも。イスラエルの携帯機器会社を買収
電気機器,6737,東証1部,ＥＩＺＯ(株),http://www.eizo.co.jp/,ＰＣや遊技機用ディスプレー専業メーカー。医療や産業など特定用途育成。欧州で高シェア
電気機器,6741,東証1部,日本信号(株),http://www.signal.co.jp/,３大信号会社のトップ。鉄道、交通信号とも強い。自動出改札装置など駅務合理化機器に注力
電気機器,6742,東証1部,(株)京三製作所,http://www.kyosan.co.jp/,信号大手の一角、民鉄に強い。鉄道信号、道路信号、産業機器用電源装置が３本柱。下期偏重
電気機器,6743,東証2部,大同信号(株),http://www.daido-signal.co.jp/,３大信号会社の１社でＪＲが主顧客。列車制御装置や設備監視向けなどシステム製品に強み
電気機器,6744,東証1部,能美防災(株),http://www.nohmi.co.jp/,火災報知設備、消火設備などの防災機器メーカー最大手。メンテ事業拡大に注力中。セコム系列
電気機器,6745,東証1部,ホーチキ(株),http://www.hochiki.co.jp/,日本初の火災報知器メーカー。防災関連２位。放送受送信機も。ＡＬＳＯＫ、独ボッシュと提携
電気機器,6747,東証2部,ＫＩホールディングス(株),http://www.koito-ind.co.jp/,小糸製作所系。信号・情報機器と電装品など鉄道関連の２本柱。航空機シート不正発覚で苦境に
電気機器,6748,大証2部,星和電機(株),http://www.seiwa.co.jp/,プラント向け防爆照明で首位。道路表示装置で官公需に強み。ノイズ対策品育成。利益下期偏重
電気機器,6750,東証1部,エレコム(株),http://www.elecom.co.jp/,パソコン周辺機器メーカー。ファブレス。マウス、キーボードは首位。独、中、韓にも展開
電気機器,6751,東証1部,日本無線(株),http://www.jrc.co.jp/,船舶用・防衛関連、防災行政無線など無線通信機器の老舗。日清紡系。海外、民需開拓に注力中
電気機器,6752,東証1部,パナソニック(株),http://panasonic.co.jp/,総合家電大手。ＡＶ機器、白モノ家電が主力。電池などのデバイス事業、照明、住宅設備も展開
電気機器,6753,東証1部,シャープ(株),http://www.sharp.co.jp/,電機大手。液晶パネルの独自技術に強み。電子部品、白モノ家電、複写機、太陽電池等展開
電気機器,6754,東証1部,アンリツ(株),http://www.anritsu.co.jp/,通信系計測器の有力企業。携帯電話や基地局に強い。海外でも高シェア。食品向け産業機械も
電気機器,6755,東証1部,(株)富士通ゼネラル,http://www.fujitsu-general.com/jp/,富士通系。エアコン主力。欧州、豪州、中東で高シェア、新興国を開拓中。生産拠点は中国とタイ
電気機器,6756,東証1部,(株)日立国際電気,http://www.h-kokusai.com/,国際電気、日立電子、八木アンテナが合併。無線、半導体製造装置で有力。日立製作所子会社
電気機器,6757,JQS,(株)ＯＳＧコーポレーション,http://www.osg-nandemonet.co.jp/,浄水器、アルカリイオン整水器で製販、メンテの一貫体制。開拓営業に強み。中国でも現地生産
電気機器,6758,東証1部,ソニー(株),http://www.sony.co.jp/,ＡＶ機器大手。海外でブランド力絶大。ゲーム、映画、金融等に多角化。エレキ事業を再生中
電気機器,6762,東証1部,ＴＤＫ(株),http://www.tdk.co.jp/,電子部品大手。収益柱はＨＤＤ用磁気ヘッドやコンデンサー。磁性材料フェライトがコア技術
電気機器,6763,東証1部,帝国通信工業(株),http://www.noble-j.co.jp/,可変抵抗器の老舗。主力の家電向け前面操作ブロックは国内市場縮小。ブランドは「ノーブル」
電気機器,6767,東証1部,ミツミ電機(株),http://www.mitsumi.co.jp/,電子部品の総合大手。スマホ等通信機器向け部品が主体。大手ゲーム機の機構部品も手がける
電気機器,6768,東証1部,(株)タムラ製作所,http://www.tamura-ss.co.jp/,トランス大手。電源・混成ＩＣからはんだ付け装置、子会社でＬＥＤも展開。海外生産が約４割
電気機器,6769,JQS,ザインエレクトロニクス(株),http://www.thine.co.jp/,ファブレス半導体企業の代表格。自社ブランドの集積回路を開発。テレビ依存から構造転換中
電気機器,6770,東証1部,アルプス電気(株),http://www.alps.com/j/,電子部品大手。金型の精密加工技術に強み。売上高の６割が自動車関連。子会社にアルパイン等
電気機器,6771,東証1部,池上通信機(株),http://www.ikegami.co.jp/,放送機器中堅、業務用カメラ強い。検査・監視機器も。一部製品は外部委託へシフト、アジア強化
電気機器,6772,東証2部,東京コスモス電機(株),http://www.tocos-j.co.jp/,産業機器用可変抵抗器の有力メーカー。自動車用電装センサー、抵抗体応用の面状発熱体も展開
電気機器,6773,東証1部,パイオニア(株),http://pioneer.jp/,カーナビ等の車載用ＡＶ柱。シャープとブルーレイ録画再生機で合弁。ナビは三菱電機と開発
電気機器,6775,東証2部,(株)ＴＢグループ,http://www.tb-group.co.jp/,屋外電子看板で首位。ＬＥＤ照明機器、レジ中級機との３本柱。ファブレスで開発と販売に特化
化学,6776,東証2部,天昇電気工業(株),http://www.tensho-plastic.co.jp/,ＡＶ成形部品から自動車部品主力に転換。物流資材の三甲、三井物産と資本提携し商圏拡大
電気機器,6777,JQS,ｓａｎｔｅｃ(株),http://www.santec-net.co.jp/,光通信用部品と測定器が２本柱。光部品で波長ロッカー、波長モニターなど独自製品多い
電気機器,6778,マザーズ,(株)アルチザネットワークス,http://www.artiza.co.jp/,通信計測器の開発業者で携帯電話の基地局や交換機向けが主。次世代携帯電話計測器でリード
電気機器,6779,東証1部,日本電波工業(株),http://www.ndk.com/jp/index.cfm,水晶デバイス専業で世界第２位。国内、中国に主要生産拠点。ＩＦＲＳ任意適用の国内第１号
電気機器,6784,JQS,プラネックスホールディング(株),http://www.planex.co.jp/,国内ＦＸを再開、インドネシアでも事業化。ネットワーク機器開発・販売。製造は台湾等に委託
電気機器,6785,東証2部,(株)鈴木,http://www.suzukinet.co.jp/,コネクター用部品やプレス金型が主力。半導体関連装置やパッケージ加工も。医療機器に展開
電気機器,6786,マザーズ,(株)リアルビジョン,http://www.realvision.co.jp/,パチンコ、医用向け３次元グラフィックスＬＳＩ・応用製品開発が柱。シスウェーブと資本提携
電気機器,6787,JQS,(株)メイコー,http://www.meiko-elec.com/,主軸のプリント配線板製造で国内上位。中国に複数の量産工場を擁す。映像機器の製造・販売も
電気機器,6788,東証1部,(株)日本トリム,http://www.nihon-trim.co.jp/,電解還元整水器首位。職域販売が柱。ＯＥＭも。農業関連、血液透析など医療関連も育成中
電気機器,6789,東証1部,ローランド　ディー．ジー．(株),http://www.rolanddg.co.jp/,ローランドの子会社。業務用大型プリンタ、プロッタ等のコンピュータ周辺機器を製造・販売
情報・通信,6791,東証1部,日本コロムビア(株),http://columbia.jp/,音楽・映像ソフトが柱。１０年ネット配信のフェイス傘下入りし伝統社名に復帰。歌手発掘に注力
電気機器,6794,東証1部,フォスター電機(株),http://www.foster.co.jp/,音響・車載用スピーカー部品・製品の専業メーカー。海外生産が１００％で生産体制を増強中
電気機器,6796,東証1部,クラリオン(株),http://www.clarion.com/,日立製作所傘下で車載機器製造専業。日産自動車、フォード等のＯＥＭ主体。海外生産にシフト
電気機器,6797,名証2部,名古屋電機工業(株),http://www.nagoya-denki.co.jp/,道路交通関連を主体とした各種情報システムのパイオニア。基板検査装置の製造販売に注力中
電気機器,6798,東証1部,ＳＭＫ(株),http://www.smk.co.jp/,コネクターなど接続部品の大手。スマホ向け主軸。タッチパネルにも強み。リモコンも展開
電気機器,6800,東証1部,(株)ヨコオ,http://www.yokowo.co.jp/,自動車用アンテナで国内大手。半導体、携帯用コネクターが収益源。医療用カテーテルを育成中
電気機器,6801,東証1部,東光(株),http://www.toko.co.jp/,コイル大手、高性能メタルアロイで先行。今期中に実施のＴＯＢで村田製作所の上場子会社へ
電気機器,6803,東証1部,ティアック(株),http://www.teac.co.jp/,音楽制作機器が主力。光ディスクドライブ等のＰＣ周辺機器縮小。米ギブソングループ傘下入り
電気機器,6804,大証1部,ホシデン(株),http://www.hosiden.co.jp/,コネクター、スイッチ、マイク部品等情報通信部品大手。ゲーム機組み立ても。任天堂比率６割
電気機器,6806,東証1部,ヒロセ電機(株),http://www.hirose.co.jp/,コネクター大手。世界の主要携帯メーカーが顧客。本社工場は研究開発に特化、協力会社で量産
電気機器,6807,東証1部,日本航空電子工業(株),http://www.jae.co.jp/,コネクター、システム機器、航空用電子機器の３部門。小型、薄型、高速伝送に活路。ＮＥＣ系
電気機器,6809,東証1部,ＴＯＡ(株),http://www.toa.co.jp/,構内放送設備とセキュリティシステムの２本柱。海外生産拡充、最終四半期の利益額大きい
電気機器,6814,大証1部,古野電気(株),http://www.furuno.co.jp/,魚群探知機、電子海図など船舶用電子機器の世界大手。無線技術核にＧＰＳや医療機器事業強化
電気機器,6815,東証1部,ユニデン(株),http://www.uniden.co.jp/,通信機器メーカー。北米市場に強い。無線事業に加えデジタル家電機器やゲームなど多角化へ
電気機器,6816,東証1部,アルパイン(株),http://www.alpine.com/,アルプス電気グループの車載機器専業、ホンダ等車メーカー向けＯＥＭ柱。海外ブランド力高い
電気機器,6817,東証1部,スミダコーポレーション(株),http://www.sumida.com/,コイル専業。ＡＶや通信・情報機器用から自動車用に展開。Ｍ＆Ａに積極姿勢。海外比率高い
サービス業,6819,JQS,ソーシャル・エコロジー・プロジェクト(株),http://www.social-eco.jp/,伊豆シャボテン公園等の運営が中核だが、公園資産競売問題で係争中。旧オメガ・プロジェクト
電気機器,6820,東証1部,アイコム(株),http://www.icom.co.jp/,無線機専業。アマチュア無線、陸上業務用、海上用の３分野が柱。北米、欧州が売上高の過半
電気機器,6822,JQS,大井電気(株),http://www.ooi.co.jp/,無線通信機器や情報通信機器が柱。電力・通信関連システム工事展開に注力。三菱電機系
電気機器,6823,東証1部,リオン(株),http://www.rion.co.jp/,補聴器はシェアトップ。系列販売店に強み持つ。医用検査機器や騒音・微粒子計測器等にも展開
電気機器,6824,JQS,新コスモス電機(株),http://www.new-cosmos.co.jp/,家庭用ガス警報器でトップ。工業・業務用も展開。独自のガスセンサー技術軸に開発。海外強化
電気機器,6826,東証2部,本多通信工業(株),http://www.honda-connectors.co.jp/,コネクター中心。通信向け柱に車載・産業機器向けも。パナソニックと提携、生産の半分は中国
電気機器,6832,東証2部,アオイ電子(株),http://www.aoi-electronics.co.jp/,独立系の電子部品製造。半導体集積回路組み立て・検査受託が柱。印刷ヘッドや抵抗器の製造も
電気機器,6833,大証2部,日本電産リード(株),http://www.nidec-read.co.jp/,半導体パッケージ基板、プリント基板の通電検査装置が主。世界シェア首位級。海外生産拡張中
電気機器,6834,JQS,(株)精工技研,http://www.seikoh-giken.co.jp/,光通信部品、光ディスク用金型が主柱。同金型は世界首位。高耐熱レンズなど新規事業を育成中
電気機器,6835,東証2部,アライドテレシスホールディングス(株),http://ir.at-global.com/,ネット機器を国際展開。日、米、欧で開発。通信キャリア向け主力。病院や教育関連向け強化中
電気機器,6836,マザーズ,ぷらっとホーム(株),http://www.plathome.co.jp/,Ｌｉｎｕｘ等の無償ＯＳ利用したサーバーやシステム構築に強み。法人向けに資源集中進める
電気機器,6837,JQS,(株)京写,http://www.kyosha.co.jp/,プリント配線板メーカー。片面プリント配線板で世界首位。中国、インドネシアが生産拠点に
電気機器,6838,JQS,(株)多摩川ホールディングス,http://www.tmex.co.jp/,携帯電話など無線機器や計測器製造・販売の多摩川電子が主力。太陽光などエネルギー事業も
電気機器,6839,大証1部,船井電機(株),http://www.funai.jp/,ＯＥＭ事業兼業のＡＶ家電中堅。低価格帯が主軸。製造は中国に集中、販売は北米比率７割
電気機器,6840,JQS,(株)アドテック,http://www.adtec.co.jp/,増設メモリから産機など用途別モジュールにシフト。フラッシュメモリ、家電卸販売も事業化
電気機器,6841,東証1部,横河電機(株),http://www.yokogawa.co.jp/,工業計器首位。制御機器に重点、海外攻勢強める。テスター分社化、脳磁計など新事業も整理中
電気機器,6844,東証1部,新電元工業(株),http://www.shindengen.co.jp/,電源３社の一角。パワー半導体・ＩＣ、通信向け等の電源機器、ホンダ向け等の車載電装品に地盤
電気機器,6845,東証1部,アズビル(株),http://jp.yamatake.com/,制御・自動化機器大手。エネルギー管理サービス（ＢＥＭＳ）武器に補修需要狙う。海外急展開
電気機器,6846,名証2部,(株)中央製作所,http://www.chuo-seisakusho.co.jp/,自動車向け電源機器・表面処理装置・溶接機主力。電解加工機を半導体製造装置向けに製造販売
電気機器,6848,東証2部,東亜ディーケーケー(株),http://www.toadkk.co.jp/,環境計測器、工業用計測器メーカー。水から大気へ展開。米ダナハー・グループのハックと提携
電気機器,6849,東証1部,日本光電,http://www.nihonkohden.co.jp/,医用電子機器専門。病院向け生体情報モニターが主力。世界首位の脳波計やＡＥＤにも強み
電気機器,6850,東証1部,(株)チノー,http://www.chino.co.jp/,温度制御主体の計測器専業メーカー。ユーザー密着のエンジニアリング活動に強み。海外強化
電気機器,6852,JQS,(株)テクノ・セブン,http://www.techno7.co.jp/,非上場のソフト会社ＴＣＳグループ。事務機器が主。ソフト開発も強化中。温度計測からは撤退
電気機器,6853,東証1部,(株)共和電業,http://www.kyowa-ei.co.jp/,ひずみゲージとその応用計測器でシェア４割。衝突試験用など自動車向け強化。米国、中国展開
電気機器,6855,東証1部,日本電子材料(株),http://www.jem-net.co.jp/,半導体検査用プローブカード大手。ブラウン管カソード等から出発。海外生産比率向上に注力
電気機器,6856,東証1部,(株)堀場製作所,http://www.horiba.co.jp/,独立系の分析機器大手。エンジン計測器で世界市場８割占有。Ｍ＆Ａなどにより海外事業強化中
電気機器,6857,東証1部,(株)アドバンテスト,http://www.advantest.co.jp/,半導体検査装置大手、米ヴェリジー買収で世界シェア４割超の最大手に。ＤＲＡＭ用から拡大
電気機器,6858,東証1部,(株)小野測器,http://www.onosokki.co.jp/,デジタル計測の最大手。自動車性能計測器など自動車業界に地盤。アジア、米国輸出にも注力
電気機器,6859,東証1部,エスペック(株),http://www.espec.co.jp/,気象環境因子を分析、評価する環境試験器・装置のトップ。電子部品用熱処理の検査装置も展開
電気機器,6860,東証1部,パナソニック　デバイスＳＵＮＸ(株),http://www2.panasonic.co.jp/id/pidsx/,センサーを主軸に、マーキングに展開。旧パナソニック電工から１０年１０月にＦＡ機器譲受
電気機器,6861,東証1部,(株)キーエンス,http://www.keyence.co.jp/,ＦＡセンサーなど検出・計測制御機器を中心に展開。生産は外注。ジャストシステムを持分化
電気機器,6862,JQS,ミナトエレクトロニクス(株),http://www.minato.co.jp/,液晶検査装置とデバイスプログラマー、ＡＴＭ向けタッチパネルが柱。顧客は大手電機。再建中
電気機器,6863,JQS,(株)ニレコ,http://www.nireco.com/,プロセス制御・計測機器メーカー。帯状物の制御に強み。画像処理にも展開。海外展開を積極化
電気機器,6864,JQS,(株)エヌエフ回路設計ブロック,http://www.nfcorp.co.jp/,ＮＦ制御技術やアナログ技術に強み。独自開発の電子計測器、応用機器で高シェア。中国展開も
電気機器,6866,東証1部,ＨＩＯＫＩ(株),http://www.hioki.co.jp/,各種テスターなど電気計測器の中堅メーカー。自動試験装置、記録計分野注力。アジア展開強化
電気機器,6867,JQS,リーダー電子(株),http://www.leader.co.jp/,電気計測器の中堅メーカー。メンテ用で独占的シェア。ＡＶ関連計測器に強み。中国等海外強化
電気機器,6869,東証1部,シスメックス(株),http://www.sysmex.co.jp/,検体検査用機器・試薬で高シェア。世界的に展開。ライフサイエンス分野の研究開発強化
電気機器,6870,JQS,日本フェンオール(株),http://www.fenwal.co.jp/,熱制御技術に強み。ＳＳＰ（防消火）やＰＷＢＡ（プリント基板実装）が柱。腎臓透析装置も
電気機器,6871,JQS,(株)日本マイクロニクス,http://www.mjc.co.jp/,ウエハ等検査の半導体機器、液晶ディスプレー等検査のＦＰＤ機器が２本柱。先端技術誇る
電気機器,6874,JQS,協立電機(株),http://www.kdwan.co.jp/,ＦＡシステム（最適生産のシステム）や計測制御機器の設計、開発が主事業。データ消去事業も
電気機器,6875,東証1部,(株)メガチップス,http://www.megachips.co.jp/,顧客専用ＬＳＩ、システム主力。ファブレスメーカー。任天堂向け主体。エネルギー分野進出も
電気機器,6877,東証1部,ＯＢＡＲＡ　ＧＲＯＵＰ(株),http://www.obara.co.jp/,自動車向け溶接機の大手。消耗品販売兼営で強み発揮。各種半導体向け等平面研磨事業を展開
電気機器,6878,東証2部,長野日本無線(株),http://www.njrc.jp/,電源機器、無線装置メーカー。情報端末、ＯＡ・メカトロ機器手掛ける。日清紡ＨＤが親会社
情報・通信,6879,東証2部,(株)イマジカ・ロボット　ホールディングス,http://www.imagicarobot.jp/,１１年４月にフォトロンを吸収合併。映像制作を軸に企画、放送、人材サービスまで幅広く展開
電気機器,6881,東証2部,(株)キョウデン,http://www.kyoden.co.jp/,プリント配線基板中堅、試作品用が主。量産品用も拡大中。硝子長繊維原料など工業材料も展開
電気機器,6882,大証2部,(株)三社電機製作所,http://www.sansha.co.jp/,電源機器と半導体の生産が柱。金属表面処理用電源で国内首位。半導体はパワー系でニッチ特化
電気機器,6883,東証1部,日本電産コパル電子(株),http://www.nidec-copal-electronics.com/,産業用電子部品中堅。スイッチ、センサーなどカスタム受注品多い。遊技機器用モーター収益源
情報・通信,6888,JQS,アクモス(株),http://www.acmos.co.jp/,ＩＴソリューション事業主軸に展開。医療系システム開発など重点分野強化にＭ＆Ａ戦略駆使
電気機器,6889,JQS,オーデリック(株),http://www.odelic.co.jp/,住宅用照明器具の大手。自社ブランドで全国展開、独立系。ＬＥＤ照明器具の急成長で収益拡大
電気機器,6890,JQS,(株)フェローテック,http://www.ferrotec.co.jp/,太陽電池や半導体設備向けの部品を製造。真空シールは世界シェア７割。装置や材料、消耗品も
電気機器,6891,JQS,イーター電機工業(株),http://www.eta.co.jp/,スイッチング電源専業の中堅。通信・放送設備の山陽電子工業の持分法会社化で業容縮む
電気機器,6894,東証2部,パルステック工業(株),http://www.pulstec.co.jp/,光ディスク、光ピックアップ評価、検査装置で最大手。非接触計測の３Ｄスキャナーに注力中
電気機器,6895,大証2部,ダイヤモンド電機(株),http://www.diaelec.co.jp/,自動車エンジン用点火コイルの草分け。冷暖房機用制御器も柱。自動車用は国内シェア３割占有
電気機器,6896,名証2部,北川工業(株),http://www.kitagawa-ind.com/,工業用樹脂部品と電磁波対策部材が柱。タッチパネル用薄膜フィルムも育成。無借金で好財務
電気機器,6897,東証2部,ツインバード工業(株),http://www.twinbird.jp/,家電、アウトドア用品、健康機器を企画・製造。小物家電に強み。中国への委託生産比率９５％
電気機器,6898,JQS,トミタ電機(株),http://www.tomita-electric.com/,フェライト主力の電子部品メーカー。産業用小型品に特化、パソコン向けインバーターに注力
電気機器,6899,東証2部,ＡＳＴＩ(株),http://www.asti.co.jp/,車載用電装品が主柱、産業用制御システムにも注力。家電・通信用電子部品の実装技術に定評
電気機器,6900,東証1部,東京電波(株),http://www.tew.co.jp/,水晶発振器・フィルター大手。携帯電話向けが約４割。８月１日村田製作所の完全子会社に
電気機器,6901,東証1部,澤藤電機(株),http://www.sawafuji.co.jp/,日野自動車系。電装品は日野向けが主、発電機はホンダＯＥＭが半分。車載用冷蔵庫は豪州向け
輸送用機器,6902,東証1部,(株)デンソー,http://www.denso.co.jp/,国内最大の自動車部品メーカー。トヨタ系。熱機器・エンジン・駆動系など広範囲。技術力に定評
電気機器,6904,JQS,原田工業(株),http://www.harada.co.jp/,自動車用アンテナで国内首位。日本アンテナの事業部門譲受で国内外の拠点拡充、シナジー追求
電気機器,6905,東証1部,コーセル(株),http://www.cosel.co.jp/,産業機器向け等スイッチング電源の標準品で２位。９割が特約店経由。中国・無錫に現地工場
電気機器,6907,JQS,ジオマテック(株),http://www.geomatec.co.jp/,成膜加工の専業大手。ガラス基板上の加工に強み。液晶用基板、タッチパネルが主要製品
電気機器,6908,JQS,イリソ電子工業(株),http://www.iriso.co.jp/,コネクター製造中堅。車載用途が柱、産業機器、デジタル家電用等も。製品の大半がカスタム品
電気機器,6910,東証1部,(株)日立メディコ,http://www.hitachi-medical.co.jp/,日立の医療機器子会社。ＭＲＩ、超音波、ＣＴ、Ｘ線の４本柱、製販保守一貫。情報システム育成
電気機器,6911,東証1部,新日本無線(株),http://www.njr.co.jp/,電源用ＩＣなど半導体が柱。オペアンプ生産量は世界首位級。電子管なども。日清紡が筆頭株主
電気機器,6912,JQS,菊水電子工業(株),http://www.kikusui.co.jp/,独立系。電子計測器、電源機器メーカー。耐電圧試験器、据え置き型直流安定化電源でトップ
電気機器,6914,東証1部,オプテックス(株),http://www.optex.co.jp/,防犯、自動ドア、産業用の各種センサーやシステムを展開。業界トップ級。ＩＤＥＣと提携
電気機器,6915,東証1部,千代田インテグレ(株),http://www.chiyoda-i.co.jp/,ソフト素材加工専門の総合部品メーカー。ＯＡ、ＡＶが中心。自動車用、携帯端末用部材を拡張
電気機器,6916,JQS,(株)アイ・オー・データ機器,http://www.iodata.jp/,ストレージ、液晶などパソコン周辺機器大手。バッファローと双璧。ファブレス経営が基本
電気機器,6918,JQS,(株)アバールデータ,http://www.avaldata.co.jp/,半導体製造装置など各種機器用モジュールメーカー。自社開発品と受託品の２本柱。３割配当
電気機器,6919,JQS,ケル(株),http://www.kel.jp/,産業用コネクターが主力。小型・高性能品に定評。狭小タイプ業界大手。ラック、ＩＣソケットも
電気機器,6920,東証1部,レーザーテック(株),http://www.Lasertec.co.jp/,半導体・液晶検査装置が柱。レーザー顕微鏡も。マスクブランクス検査装置のシェア１００％
電気機器,6923,東証1部,スタンレー電気(株),http://www.stanley.co.jp/,自動車用照明で御三家の一角。ＬＥＤ等の電子機器事業も収益柱。ホンダ向け約４割。好財務
電気機器,6924,東証1部,岩崎電気(株),http://www.iwasaki.co.jp/,照明灯大手。省電力のＨＩＤランプのほか紫外線応用品、電子部品等。官公需から民需へシフト
電気機器,6925,東証1部,ウシオ電機(株),http://www.ushio.co.jp/,産業用ランプ世界首位。液晶・半導体向けは露光用管球に加え装置も。次世代露光装置を開発中
電気機器,6926,東証1部,岡谷電機産業(株),http://www.okayaelec.co.jp/,電子機器のノイズ、サージ対策用コンデンサー等が主力。表示機器でも大手。海外比率５割強
